Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Hawaii,2020-12-29,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-29,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-29,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-29,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-29,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-29,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-29,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-29,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-29,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-29,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-29,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-29,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-29,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-29,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-29,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-29,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-29,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-29,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-29,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-29,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-29,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-29,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-29,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-29,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-29,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-29,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-29,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-29,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-29,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-29,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-29,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-29,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-29,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-29,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-29,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-29,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-29,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-29,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-29,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-29,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-30,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-30,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-30,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-30,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-30,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-30,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-30,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-30,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-30,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-30,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-30,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-30,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-30,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-30,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-30,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-30,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-30,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-30,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-30,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-30,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-30,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-30,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-30,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-30,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-30,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-30,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-30,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-30,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-30,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-30,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-30,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-30,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-30,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-30,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-30,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-30,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-30,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-30,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-30,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-30,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-30,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-30,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-30,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-30,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-30,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-30,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-30,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-30,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-30,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-30,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-30,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2020-12-31,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-12-31,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-12-31,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-12-31,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-12-31,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-12-31,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-12-31,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-12-31,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-12-31,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2020-12-31,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2020-12-31,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-12-31,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-12-31,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2020-12-31,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2020-12-31,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2020-12-31,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2020-12-31,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-12-31,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-12-31,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2020-12-31,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-12-31,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2020-12-31,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-12-31,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2020-12-31,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2020-12-31,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2020-12-31,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-12-31,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-12-31,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-12-31,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-12-31,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2020-12-31,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2020-12-31,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2020-12-31,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-12-31,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-12-31,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2020-12-31,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2020-12-31,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-12-31,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2020-12-31,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2020-12-31,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-12-31,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-12-31,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-12-31,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2020-12-31,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-12-31,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2020-12-31,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2020-12-31,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2020-12-31,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2020-12-31,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-12-31,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-12-31,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2021-01-01,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2021-01-01,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2021-01-01,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2021-01-01,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2021-01-01,Certain Regions,Closing,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2021-01-01,Lifted,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Connecticut,2021-01-01,Lifted,Closing,Some Closed,10,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2021-01-01,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2021-01-01,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
Florida,2021-01-01,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Georgia,2021-01-01,High-Risk Groups,Paused,All Reopened,50,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2021-01-01,Lifted,Closing,Reduced Capacity,10,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2021-01-01,Lifted,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Illinois,2021-01-01,Lifted,Closing,Some Closed,All Prohbited,Yes,-,No Indoor,NA,General Public
Indiana,2021-01-01,Lifted,Closing,All Reopened,25,Yes,-,No Limits,NA,General Public
Iowa,2021-01-01,-,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Kansas,2021-01-01,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2021-01-01,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2021-01-01,Lifted,Closing,Reduced Capacity,50,Yes,-,Limited Indoor,NA,General Public
Maine,2021-01-01,Lifted,Closing,Reduced Capacity,50,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2021-01-01,Lifted,Closing,Reduced Capacity,No Limit,Yes,All Travelers,Limited Indoor,NA,General Public
Massachusetts,2021-01-01,High-Risk Groups,Closing,Some Closed,10,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2021-01-01,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Minnesota,2021-01-01,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Mississippi,2021-01-01,Lifted,Closing,All Reopened,10,Yes,-,Limited Indoor,NA,General Public
Missouri,2021-01-01,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2021-01-01,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2021-01-01,-,Closing,-,No Limit,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2021-01-01,Lifted,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2021-01-01,Lifted,Paused,Reduced Capacity,No Limit,Yes,Certain States,No Limits,NA,General Public
New Jersey,2021-01-01,Lifted,Closing,Reduced Capacity,10,Yes,No Restrictions,Limited Indoor,NA,General Public
New Mexico,2021-01-01,Lifted,Closing,Some Closed,10,Yes,Certain States,No Indoor,NA,General Public
New York,2021-01-01,High-Risk Groups,Closing,Reduced Capacity,10,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2021-01-01,Curfew,Closing,Some Closed,10,Yes,-,Limited Indoor,NA,General Public
North Dakota,2021-01-01,-,Closing,All Reopened,50,Yes,No Restrictions,Limited Indoor,NA,General Public
Ohio,2021-01-01,Curfew,Closing,All Reopened,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Oklahoma,2021-01-01,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2021-01-01,Lifted,Closing,Some Closed,10,Yes,-,No Indoor,NA,General Public
Pennsylvania,2021-01-01,Lifted,Closing,Some Closed,10,Yes,All Travelers,No Indoor,NA,General Public
Rhode Island,2021-01-01,Lifted,Closing,Some Closed,All Prohbited,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2021-01-01,Lifted,Closing,All Reopened,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2021-01-01,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2021-01-01,Lifted,Reopened,All Reopened,10,Yes,-,No Limits,NA,General Public
Texas,2021-01-01,Lifted,Closing,Some Closed,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2021-01-01,Lifted,Closing,-,No Limit,Yes,No Restrictions,No Limits,NA,General Public
Vermont,2021-01-01,Lifted,Closing,Reduced Capacity,All Prohbited,Yes,All Travelers,Limited Indoor,NA,General Public
Virginia,2021-01-01,Curfew,Closing,Reduced Capacity,10,Yes,-,Limited Indoor,NA,General Public
Washington,2021-01-01,Lifted,Closing,Some Closed,All Prohbited,Yes,International,No Indoor,NA,General Public
West Virginia,2021-01-01,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2021-01-01,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2021-01-01,-,Closing,-,10,Yes,No Restrictions,Limited Indoor,NA,General Public
Alabama,2021-01-02,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2021-01-02,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2021-01-02,Lifted,Closing,Some Closed,50,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2021-01-02,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
